propertyName,pricing,tenure,propertyType,propertySQFT,furnishStatus,numBedroom,numBathroom
"Mandarina Court, Cheras",250000,Freehold,Apartment,785,Unfurnished,3 ,2 
"Regalia @ Jalan Sultan Ismail, Kuala Lumpur",450000,Freehold,Serviced Residence,500,Fully Furnished,1 ,1 
"Taman Koperasi Polis Fasa 2, Sentul",400000,Freehold,Terrace,880,Unfurnished,3 ,3 
"Menara Orkid, Sentul",280000,Freehold,Apartment,838,Unfurnished,2 + 1,2 
"OUG Parklane, Old Klang Road",372000,Freehold,Condominium,950,Semi Furnished,3 ,2 
"Plaza Sinar, Segambut",280000,Freehold,Apartment,750,Unfurnished,2 ,1 
"Villa Manja, Bandar Menjalara",3800000,Freehold,Semi Detached,3800,Semi Furnished,5 ,5 
"SD7, Bandar Sri Damansara",1100000,Freehold,Terrace,1900,Unfurnished,5 ,4 
"SD15, Bandar Sri Damansara",2300000,Freehold,Semi Detached,3800,Semi Furnished,5 ,4 
"Damansara Foresta, Bandar Sri Damansara",750000,Freehold,Condominium,1468,Unfurnished,3 ,3 
"One Central Park, Desa ParkCity",2080000,Freehold,Condominium,1700,Unfurnished,4 ,3 
"Arcoris, Mont Kiara",1800000,Freehold,Condominium,1492,Semi Furnished,3 + 1,3 
"Abadi Indah Apartment, Taman Desa",310000,Freehold,Apartment,835000,Semi Furnished,3 ,2 
"Puteri Palma 1, IOI Resort City",545000,Freehold,Condominium,1345,Semi Furnished,3 ,2 
"Taman Danau Desa, Taman Desa",180000,Freehold,Shop,372,Unfurnished,N / A,N / A
"Abadi Villa, Taman Desa",440000,Freehold,Condominium,1200,Unfurnished,3 + 1,2 
"Pavilion Hilltop, Mont Kiara",1950000,Freehold,Condominium,1830,Unfurnished,4 + 1,4 
"SD2, Bandar Sri Damansara",680000,Freehold,Terrace,1300,Unfurnished,4 ,2 
"SD7, Bandar Sri Damansara",1700000,Freehold,Terrace,3000,Unfurnished,5 ,4 
"Oval Tower, TTDI",1200000,Freehold,Office,1960,Unfurnished,N / A,N / A
"First Residence, Kepong",610000,Freehold,Condominium,1432,Semi Furnished,4 ,3 
"Taman Menjalara, Bandar Menjalara",1100000,Freehold,Terrace,2500,Semi Furnished,4 ,0 
"The Sentral Residences, KL Sentral",1900000,Freehold,Serviced Residence,1399,Fully Furnished,2 ,2 
"Lake Fields, Sungai Besi",990000,Freehold,Terrace,2600,Unfurnished,5 ,4 
"SD11, Bandar Sri Damansara",1080000,Freehold,Terrace,3200,Semi Furnished,4 ,2 
"Lembah Keramat, Wangsa Maju",490000,Freehold,Terrace,1502,Semi Furnished,4 ,3 
"Menara Damansara, Bandar Sri Damansara",400000,Freehold,Condominium,916,Unfurnished,3 ,2 
"Paradesa Tropika, Bandar Sri Damansara",550000,Freehold,Condominium,1123,Unfurnished,3 ,2 
"SD10, Bandar Sri Damansara",950000,Freehold,Terrace,1700,Unfurnished,4 ,3 
"Sri Damansara Court, Bandar Sri Damansara",410000,Freehold,Apartment,892,Semi Furnished,3 ,2 
"Amadesa, Desa Petaling",390000,Freehold,Condominium,1000,Semi Furnished,3 ,2 
"SD11, Bandar Sri Damansara",1200000,Freehold,Terrace,1400,Semi Furnished,4 ,2 
"Mont Kiara Aman, Mont Kiara",1500000,Freehold,Condominium,2648,Fully Furnished,4 ,3 
"Platinum Hill PV8, Setapak",560000,Freehold,Condominium,1550,Fully Furnished,4 ,2 
"VIVO Suites @ 9 Seputeh, Old Klang Road",828000,Freehold,Condominium,1072,Semi Furnished,3 ,2 
"Ayer@8, Putrajaya",2600000,Freehold,Office,3826,Unfurnished,N / A,N / A
"Swiss Garden Residences, Pudu",568000,Leasehold,Serviced Residence,650,Fully Furnished,1 + 1,1 
"Taman Sri Sentosa, Old Klang Road",180000,Freehold,Apartment,805,Unfurnished,3 ,2 
"The CapSquare Residences, Dang Wangi",950000,Leasehold,Condominium,1347,Unfurnished,3 ,3 
"Henna Residence @ The Quartz, Wangsa Maju",388000,Freehold,Condominium,657,Semi Furnished,2 ,1 
"Federal Hill, Bangsar",10000000,Freehold,Bungalow,12240,Semi Furnished,7 ,6 
"Maxim Citilights, Sentul",420000,Freehold,Serviced Residence,1009,Unfurnished,3 ,2 
"Royal Regent, Dutamas",1180000,Freehold,Condominium,1800,Fully Furnished,3 + 1,2 
"Kiaramas Cendana, Mont Kiara",1580000,Freehold,Condominium,2465,Fully Furnished,4 + 1,4 
"Sentral Suites, KL Sentral",895000,Leasehold,Serviced Residence,826,Semi Furnished,2 ,2 
"Sentral Suites, KL Sentral",750000,Leasehold,Serviced Residence,650,Semi Furnished,1 ,1 
"Mont Kiara Aman, Mont Kiara",1570000,Freehold,Condominium,2163,Fully Furnished,3 + 2,3 
"Maxim Residences, Cheras",418000,Freehold,Condominium,857,Unfurnished,2 ,2 
"SD5, Bandar Sri Damansara",930000,Freehold,Factory,1200,Unfurnished,N / A,N / A
"One Residences, Sungai Besi",613000,Freehold,Serviced Residence,888,Fully Furnished,2 ,2 
"Royal Regent, Dutamas",720000,Freehold,Condominium,1470,Fully Furnished,3 ,2 
"Prima Midah Heights, Cheras",585000,Freehold,Condominium,1500,Semi Furnished,3 ,2 
"Berjaya Times Square, Bukit Bintang",650000,Freehold,Serviced Residence,550,Fully Furnished,1 ,1 
"Bukit Segambut, Segambut",2180000,Freehold,Semi Detached,4500,Semi Furnished,5 ,5 
"Waldorf Tower, Sri Hartamas",800000,Freehold,Condominium,1130,Fully Furnished,2 + 1,2 
"Sri Ayu, Setiawangsa",470000,Freehold,Apartment,1200,Semi Furnished,3 ,2 
"Taman Dato' Senu, Sentul",350000,Freehold,Terrace,592,Unfurnished,3 ,2 
"Bayu Sentul, Sentul",560000,Freehold,Condominium,1230,Semi Furnished,3 ,2 
"myHabitat, KLCC",750000,Freehold,Condominium,850,Fully Furnished,2 ,1 
"CitiZen 2, Old Klang Road",550000,Freehold,Serviced Residence,725,Semi Furnished,2 ,2 
"Amadesa, Desa Petaling",390000,Freehold,Condominium,1144,Unfurnished,3 ,2 
"Amadesa, Desa Petaling",428000,Freehold,Condominium,1144,Unfurnished,3 ,2 
"D'Sands Residence, Old Klang Road",530000,Freehold,Condominium,730,Semi Furnished,2 ,2 
"CitiZen, Old Klang Road",660000,Freehold,Condominium,1094,Unfurnished,3 ,2 
"The Westside Two, Desa ParkCity",1640000,Freehold,Condominium,1777,Semi Furnished,4 ,4 
"Kepong Baru, Kepong",1080000,Freehold,Terrace,2832,Semi Furnished,3 ,2 
"Kepong Baru, Kepong",1880000,Freehold,Shop,2400,Unfurnished,N / A,N / A
"Menjalara 18 Residences, Bandar Menjalara",580000,Freehold,Condominium,1316,Semi Furnished,3 + 1,3 
"Menjalara 18 Residences, Bandar Menjalara",865000,Freehold,Terrace,1635,Fully Furnished,4 + 1,3 
"Menjalara 18 Residences, Bandar Menjalara",650000,Freehold,Condominium,1316,Semi Furnished,3 + 1,3 
"Laman Rimbunan, Kepong",223000,Leasehold,Apartment,650,Semi Furnished,3 ,2 
"Kepong Baru, Kepong",2950000,Freehold,Factory,5000,Unfurnished,N / A,N / A
"Bukit OUG Condominium, Bukit Jalil",368000,Freehold,Condominium,1222,Semi Furnished,3 ,2 
"Bukit OUG Condominium, Bukit Jalil",350000,Freehold,Condominium,1222,Semi Furnished,3 ,2 
"Sri Ayu, Setiawangsa",470000,Freehold,Apartment,1200,Semi Furnished,3 ,2 
"Arte KL, Kuchai Lama",899000,Freehold,Condominium,1688,Fully Furnished,4 ,3 
"Vista Amani, Bandar Sri Permaisuri",400000,Freehold,Condominium,1101,Semi Furnished,4 ,2 
"The Park Residences, Bangsar South",1200000,Freehold,Condominium,1485,Semi Furnished,3 ,2 
"Villa Danau, Setapak",460000,Freehold,Apartment,1113,Semi Furnished,3 ,2 
"Platinum Arena, Old Klang Road",386000,Freehold,Condominium,660,Semi Furnished,2 ,2 
"231 TR, KLCC",600000,Freehold,Serviced Residence,547,Fully Furnished,2 ,1 
"Panorama, KLCC",1700000,Freehold,Condominium,1227,Fully Furnished,2 ,2 
"Vista Tasik, Bandar Sri Permaisuri",650000,Freehold,Condominium,1250,Fully Furnished,3 ,2 
"Segambut Jaya, Kuala Lumpur",1900000,Leasehold,Land,6878,Unfurnished,0 ,0 
"Puteri Palma 1, IOI Resort City",545000,Freehold,Condominium,1345,Semi Furnished,3 ,2 
"Central Residence, Sungai Besi",760000,Freehold,Condominium,1089,Semi Furnished,3 ,2 
"Plaza Dwitasik, Bandar Sri Permaisuri",1320000,Freehold,Office,2853,Semi Furnished,5 ,2 
"Tropicana The Residences, KLCC",1800000,Freehold,Condominium,710,Fully Furnished,1 ,3 
"Section 6 , Wangsa Maju",2000000,Freehold,Semi Detached,2040,Unfurnished,5 ,4 
"Kiara Hills, Mont Kiara",3600000,Freehold,Villa,4600,Semi Furnished,5 ,5 
"Jalan Imbi, Bukit Bintang",4850000,Freehold,Shop,1390,Semi Furnished,1 ,1 
"M City, Ampang Hilir",750000,Freehold,Condominium,977,Semi Furnished,2 ,2 
"M City, Ampang Hilir",750000,Freehold,Condominium,1049,Semi Furnished,2 ,2 
"Taman OUG, Old Klang Road","Auction 
            @ RM 499000",Freehold,Condominium,860,Fully Furnished,3 ,2 
"Jalan Tun Sambathan, Brickfields",23000000,Freehold,Serviced Residence,23000,Fully Furnished,0 ,0 
"Kepong Baru, Kepong",14000000,Freehold,Factory,22440,Semi Furnished,N / A,N / A
"Wisma UOA I, KLCC",788000,Freehold,Office,1162,Semi Furnished,N / A,N / A
"Solaris Dutamas, Dutamas",1100000,Freehold,Condominium,1238,Fully Furnished,2 + 2,2 
"Pusat Bandar Damansara, Damansara Heights",4200000,Freehold,Bungalow,5000,Fully Furnished,6 ,5 
"Desa Aman Puri, Kepong",299000,Freehold,Office,1534,Unfurnished,9 ,4 
"Taman Setiawangsa, Setiawangsa",980000,Freehold,Terrace,2400,Unfurnished,5 ,3 
"Solaris Dutamas, Dutamas",730000,Freehold,Condominium,672,Fully Furnished,1 ,1 
"Prima Midah Heights, Cheras",600000,Freehold,Condominium,1461,Semi Furnished,3 ,2 
"Bukit OUG Condominium, Bukit Jalil",390000,Freehold,Condominium,1465,Semi Furnished,3 + 1,2 
"Gateway Kiaramas, Mont Kiara",650000,Freehold,Office,1012,Fully Furnished,N / A,N / A
"Casa Kiara I, Mont Kiara",720000,Freehold,Condominium,1268,Fully Furnished,3 + 1,3 
"10 Mont Kiara, Mont Kiara",3520000,Freehold,Condominium,3704,Semi Furnished,4 + 1,5 + 1
"Mont Kiara Meridin, Mont Kiara",900000,Freehold,Condominium,1787,Semi Furnished,3 + 1,3 
"Dua Residency, KLCC",1490000,Freehold,Condominium,2098,Fully Furnished,4 ,4 
"The Ruma, KLCC",1700000,Freehold,Condominium,980,Fully Furnished,2 ,2 
"Taman P Ramlee, Setapak",1300000,Freehold,Semi Detached,5000,Semi Furnished,7 ,6 
"Taman Sungai Besi, Sungai Besi",190000,Freehold,Apartment,883,Semi Furnished,3 ,2 
"Taman Kepong, Kepong",3100000,Freehold,Factory,8100,Semi Furnished,1 ,2 
"Taman Wangsa Permai, Kepong",800000,Freehold,Terrace,2100,Semi Furnished,4 ,3 
"Country Heights Damansara, Kuala Lumpur",6890000,Freehold,Land,17448,Unfurnished,0 ,0 
"Happy Garden, Old Klang Road",380000,Leasehold,Condominium,815,Semi Furnished,2 ,2 
"Kaleidoscope, Setiawangsa",600000,Freehold,Condominium,1250,Semi Furnished,3 ,2 
"Sri Shamelin Apartment, Cheras",185000,Freehold,Apartment,614,Semi Furnished,3 ,1 
"Sunway SPK 3 Harmoni, Kepong",1680000,Freehold,Townhouse,2792,Fully Furnished,4 ,4 
"Desa Satu, Kepong",150000,Freehold,Apartment,650,Unfurnished,3 ,2 
"Taman Desa Jaya, Kepong",880000,Freehold,Terrace,2300,Semi Furnished,6 ,2 
"KL Palace Court, Kuchai Lama",548000,Freehold,Condominium,1328,Semi Furnished,3 ,2 
"Medan Putra Business Centre, Bandar Menjalara",160000,Freehold,Office,750,Unfurnished,N / A,N / A
"Kepong Baru, Kepong",5000000,Freehold,Factory,8116,Semi Furnished,N / A,N / A
"M Centura, Sentul",300000,Freehold,Condominium,550,Semi Furnished,1 + 1,1 
"Henna Residence @ The Quartz, Wangsa Maju",390000,Freehold,Condominium,657,Semi Furnished,2 ,2 
"M Centura, Sentul",299000,Freehold,Condominium,550,Semi Furnished,1 ,1 
"Precinct 18, Putrajaya",481888,Freehold,Terrace,1900,Unfurnished,4 ,3 
"The Fennel, Sentul",860000,Freehold,Condominium,1186,Fully Furnished,3 ,2 
"First Residence, Kepong",620000,Freehold,Condominium,1067,Semi Furnished,3 ,2 
"SkyLuxe On The Park, Bukit Jalil",850000,Freehold,Serviced Residence,1018,Unfurnished,3 ,2 
"Anjung Hijau, Bukit Jalil",440000,Freehold,Condominium,1000,Semi Furnished,3 ,2 
"i-Zen Kiara I, Mont Kiara",500000,Freehold,Condominium,495,Fully Furnished,1 ,1 
"The Northshore Gardens, Desa ParkCity",1250000,Freehold,Condominium,1507,Semi Furnished,2 + 1,2 
"The Boulevard, Mid Valley City",2417000,Freehold,Office,2024,Semi Furnished,N / A,N / A
"Northpoint, Mid Valley City",2597000,Freehold,Office,2171,Semi Furnished,N / A,N / A
"Lavile, Kuala Lumpur",0,Freehold,Serviced Residence,860,Semi Furnished,3 ,2 
"Villa Orkid, Segambut",649000,Freehold,Condominium,1577,Semi Furnished,4 ,2 
"The Northshore Gardens, Desa ParkCity",1250000,Freehold,Condominium,1507,Semi Furnished,2 + 1,2 
"The Henge Residence, Kepong",540000,Freehold,Condominium,1100,Unfurnished,3 ,2 
"The Henge Residence, Kepong",580000,Leasehold,Condominium,1100,Fully Furnished,3 ,2 
"Casa Ria, Cheras",449000,Freehold,Condominium,1173,Semi Furnished,3 ,2 
"Bangunan UPC Indah, Old Klang Road",460000,Freehold,Office,1625,Semi Furnished,N / A,N / A
"Laman Residen, Jalan Ipoh",1800000,Freehold,Condominium,4000,Semi Furnished,5 ,4 
"The Link, Bukit Jalil",3700000,Freehold,Shop,5100,Semi Furnished,N / A,N / A
"KM1, Bukit Jalil",1800000,Freehold,Condominium,2021,Unfurnished,3 ,4 
"Anjung Hijau, Bukit Jalil",500000,Freehold,Condominium,1116,Semi Furnished,3 ,2 
"Stonor Park, KLCC",3680000,Freehold,Condominium,3358,Semi Furnished,4 + 1,5 
"Anjung Hijau, Bukit Jalil",418000,Freehold,Condominium,1000,Semi Furnished,2 ,2 
"Sri Hijau, Bandar Mahkota Cheras",230000,Freehold,Condominium,856,Unfurnished,3 ,2 
"Taman Sri Sinar, Segambut",1600000,Freehold,Shop,4200,Unfurnished,N / A,N / A
"Desarina, Taman Desa",590000,Freehold,Condominium,1258,Semi Furnished,3 ,2 
"28 Mont Kiara, Mont Kiara",2295000,Freehold,Condominium,2700,Fully Furnished,3 + 1,4 
"i-Zen Kiara I, Mont Kiara",790000,Freehold,Condominium,913,Fully Furnished,2 ,2 
"Paradesa Rustica, Bandar Sri Damansara",450000,Freehold,Condominium,955,Semi Furnished,3 ,2 
"Zenia, Desa ParkCity",1500000,Freehold,Condominium,1400,Fully Furnished,2 + 1,3 
"Taman Prima Impian, Segambut",1450000,Freehold,Terrace,1760,Semi Furnished,6 ,5 
"Suria Stonor, KLCC",4000000,Freehold,Duplex,5402,Semi Furnished,5 + 1,6 
"Pearl Suria, Old Klang Road",480000,Freehold,Condominium,743,Semi Furnished,2 ,2 
"Kiaramas Cendana, Mont Kiara",1300000,Freehold,Condominium,1650,Semi Furnished,3 + 1,3 
"OUG Parklane, Old Klang Road",348000,Freehold,Condominium,950,Semi Furnished,3 ,2 
"3rdNvenue, Ampang Hilir",372200,Leasehold,So Ho/Studio,430,Semi Furnished,2 ,2 
"3rdNvenue, Ampang Hilir",393400,Leasehold,So Ho/Studio,430,Semi Furnished,2 ,1 
"SD10, Bandar Sri Damansara",1200000,Freehold,Terrace,2500,Semi Furnished,4 + 1,3 
"The Northshore Gardens, Desa ParkCity",1250000,Freehold,Condominium,1507,Semi Furnished,2 + 1,2 
"3rdNvenue, Ampang Hilir",397600,Freehold,So Ho/Studio,430,Semi Furnished,2 ,2 
"Pinggiran Kiara, TTDI",900000,Leasehold,Condominium,1350,Fully Furnished,3 ,2 
"Hampton Damansara, Kuala Lumpur",699000,Freehold,Serviced Residence,915,Semi Furnished,3 ,2 
"Damansara Foresta, Bandar Sri Damansara",1830000,Freehold,Condominium,3150,Unfurnished,5 ,6 
"Laman Damai, Kepong",188000,Freehold,Apartment,650,Semi Furnished,3 ,2 
"Arcoris, Mont Kiara",1198000,Freehold,Condominium,896,Fully Furnished,2 ,2 
"3rdNvenue, Ampang Hilir",363225,Leasehold,So Ho/Studio,430,Semi Furnished,2 ,1 
"Arcoris, Mont Kiara",1000000,Freehold,Condominium,903,Semi Furnished,2 ,2 
"3rdNvenue, Ampang Hilir",372225,Leasehold,So Ho/Studio,430,Semi Furnished,2 ,2 
"You Vista @ You City, Batu 9 Cheras",349000,Freehold,Condominium,530,Fully Furnished,1 ,1 
"You Vista @ You City, Batu 9 Cheras",355000,Freehold,Condominium,523,Fully Furnished,1 ,1 
"You Vista @ You City, Batu 9 Cheras",470000,Freehold,Condominium,847,Semi Furnished,2 + 1,1 
"You Vista @ You City, Batu 9 Cheras",350000,Freehold,Condominium,550,Fully Furnished,1 ,1 
"Wisma UOA I, KLCC",2200000,Freehold,Office,1690,Unfurnished,N / A,N / A
"3rdNvenue, Ampang Hilir",488800,Freehold,So Ho/Studio,601,Semi Furnished,3 ,2 
"Taman Hulu Langat Jaya, Batu 9 Cheras",1900000,Freehold,Bungalow,5332,Unfurnished,6 ,7 
"Tria Residences @ 9 Seputeh, Old Klang Road",595800,Leasehold,Condominium,764,Semi Furnished,2 ,2 
"Tria Residences @ 9 Seputeh, Old Klang Road",749999,Freehold,Condominium,1001,Semi Furnished,3 ,2 
"Tria Residences @ 9 Seputeh, Old Klang Road",1960900,Freehold,Condominium,2874,Semi Furnished,4 + 1,5 
"Tria Residences @ 9 Seputeh, Old Klang Road",1550800,Freehold,Condominium,1948,Semi Furnished,4 + 1,3 
"Tria Residences @ 9 Seputeh, Old Klang Road",774780,Freehold,Condominium,1001,Semi Furnished,3 ,2 
"Taman Hulu Langat Jaya, Batu 9 Cheras",1900000,Freehold,Bungalow,5332,Unfurnished,6 ,7 
"Vivo Residential @ 9 Seputeh, Old Klang Road",814000,Freehold,Serviced Residence,1098,Semi Furnished,3 ,2 
"Sunway Palazzio, Sri Hartamas",3200000,Freehold,Condominium,3336,Semi Furnished,3 + 1,4 
"Taman Perindustrian KIP, Kepong",5310629,Leasehold,Factory,9000,Unfurnished,1 ,8 
"MIVO Industrial Avenue, Kepong",4032000,Leasehold,Factory,8100,Unfurnished,1 ,6 
"Taman Midah, Cheras",7500000,Freehold,Shop,1600,Fully Furnished,4 ,4 
"Midah Ria, Cheras",420000,Freehold,Condominium,960,Semi Furnished,3 ,2 
"3rdNvenue, Ampang Hilir",377200,Freehold,So Ho/Studio,430,Semi Furnished,2 ,2 
"3rdNvenue, Ampang Hilir",381680,Freehold,So Ho/Studio,430,Semi Furnished,2 ,2 
"Vipod Suites, KLCC",1790000,Freehold,Serviced Residence,1299,Fully Furnished,3 ,2 
"Vipod Suites, KLCC",1950000,Freehold,Condominium,1299,Fully Furnished,3 ,2 
"One Central Park, Desa ParkCity",1700000,Freehold,Condominium,1367,Unfurnished,2 + 2,3 
"Nadia, Desa ParkCity",1150000,Freehold,Condominium,1150,Semi Furnished,2 + 1,3 
"Taman Keramat, Setiawangsa",740000,Leasehold,Terrace,1500,Semi Furnished,4 ,3 
"The Westside Two, Desa ParkCity",1600000,Freehold,Condominium,1777,Unfurnished,3 + 1,0 
"The Westside Three, Desa ParkCity",1248000,Freehold,Condominium,1271,Unfurnished,2 + 1,2 
"Zenia, Desa ParkCity",1500000,Freehold,Condominium,1400,Semi Furnished,3 ,2 
"Vipod Suites, KLCC",1800000,Freehold,Condominium,1299,Fully Furnished,2 ,2 
"Taman Desa, Kuala Lumpur",387000,Leasehold,Condominium,921,Unfurnished,3 ,2 
"Taman Desa, Kuala Lumpur",388000,Freehold,Condominium,920,Unfurnished,3 ,2 
"Jalan Bangsar, Kuala Lumpur",8500000,Freehold,Bungalow,10591,Fully Furnished,0 ,0 
"Kiara Residence 2, Bukit Jalil",660000,Freehold,Condominium,1455,Semi Furnished,3 + 1,3 
"The Treez, Bukit Jalil",2800000,Freehold,Villa,4344,Semi Furnished,5 ,6 
"Kiara Residence 2, Bukit Jalil",595000,Freehold,Condominium,1073,Fully Furnished,3 ,2 
"Kiara Residence 2, Bukit Jalil",675000,Freehold,Condominium,1276,Fully Furnished,3 + 1,3 
"Kiara Residence 2, Bukit Jalil",720000,Leasehold,Condominium,1490,Fully Furnished,3 + 1,3 
"Kiara Residence 2, Bukit Jalil",670000,Freehold,Condominium,1260,Semi Furnished,3 + 1,3 
"Damai Impian, Alam Damai",1600000,Freehold,Terrace,2352,Unfurnished,5 ,5 
"Petaling Street, Pudu",7200000,Freehold,Shop,3500,Unfurnished,N / A,N / A
"Taman Usaha Jaya, Kepong",325000,Freehold,Terrace,1000,Semi Furnished,3 ,1 
"Precinct 15, Putrajaya",1600000,Freehold,Semi Detached,3939,Semi Furnished,5 ,5 
"Setia Sky Seputeh, Seputeh",3022000,Freehold,Serviced Residence,2680,Fully Furnished,4 ,5 
"Setia Sky Seputeh, Seputeh",3029000,Freehold,Serviced Residence,2347,Fully Furnished,3 ,4 
"Setia Sky Seputeh, Seputeh",3012000,Freehold,Serviced Residence,2368,Fully Furnished,3 ,4 
"Regalia @ Jalan Sultan Ismail, Kuala Lumpur",850000,Freehold,Condominium,890,Fully Furnished,2 ,2 
"Taman Desa Jaya, Kepong",880000,Freehold,Terrace,2300,Semi Furnished,6 ,2 
"The Sentral Residences, KL Sentral",1680000,Freehold,Serviced Residence,1399,Fully Furnished,2 ,2 + 1
"The Establishment, Brickfields",650000,Freehold,Duplex,468,Fully Furnished,1 ,1 
"Sri Kinabalu, Wangsa Maju",500000,Leasehold,Duplex,1900,Unfurnished,4 ,2 
"The Westside One, Desa ParkCity",1475000,Freehold,Condominium,1700,Fully Furnished,3 + 1,3 
"Aria, KLCC",1821000,Freehold,Condominium,1159,Fully Furnished,3 ,3 
"Aria, KLCC",1820000,Freehold,Condominium,1159,Fully Furnished,3 ,2 
"Aria, KLCC",1550000,Freehold,Condominium,991,Fully Furnished,3 ,2 
"Aria, KLCC",1379000,Freehold,Condominium,753,Fully Furnished,2 ,1 
"Aria, KLCC",1390000,Freehold,Condominium,753,Fully Furnished,2 ,1 
"The Z Residence, Bukit Jalil",630000,Freehold,Condominium,1234,Semi Furnished,3 ,2 
"CitiZen, Old Klang Road",650000,Freehold,Serviced Residence,1094,Semi Furnished,3 ,2 
"Midah Ria, Cheras",410000,Freehold,Condominium,922,Semi Furnished,3 ,2 
"Laman Bayu, Bukit Jalil",1590000,Freehold,Terrace,2973,Unfurnished,5 ,5 
"Scenaria, Segambut",630000,Freehold,Condominium,1021,Semi Furnished,2 ,2 
"Regalia @ Jalan Sultan Ismail, Kuala Lumpur",830000,Freehold,Serviced Residence,900,Fully Furnished,2 ,2 
"Precinct 9, Putrajaya",656000,Freehold,Terrace,1900,Unfurnished,4 ,3 
"Amadesa, Desa Petaling",365000,Freehold,Condominium,1143,Semi Furnished,3 ,2 
"Gemilang Indah, Old Klang Road",350000,Freehold,Condominium,1000,Semi Furnished,3 ,2 
"The Z Residence, Bukit Jalil",630000,Freehold,Condominium,1232,Unfurnished,3 ,2 
"Sri Meranti, Bandar Sri Damansara",185000,Freehold,Apartment,650,Unfurnished,3 ,2 
"Teratak Muhibbah Apartment, Taman Desa",175000,Freehold,Apartment,657,Semi Furnished,3 ,2 
"One Mont Kiara, Mont Kiara",3150000,Freehold,Office,4500,Fully Furnished,N / A,N / A
"Laman Bayu, Bukit Jalil",1500000,Freehold,Terrace,3072,Semi Furnished,5 ,5 
"Sentul Utama Condominium, Sentul",310000,Freehold,Condominium,877,Unfurnished,3 ,2 
"Pavilion Hilltop, Mont Kiara",1600000,Freehold,Condominium,1496,Semi Furnished,3 + 1,4 
"Sunway SPK 3 Harmoni, Kepong",1280000,Freehold,Townhouse,2336,Semi Furnished,3 ,4 
"Pavilion Hilltop, Mont Kiara",1700000,Freehold,Condominium,1496,Semi Furnished,3 + 1,4 
"Kiaraville, Mont Kiara",1500000,Freehold,Condominium,1909,Fully Furnished,4 ,4 
"Bukit Segambut, Segambut",430000,Freehold,Condominium,995,Fully Furnished,3 ,2 
"Tijani 1, Kenny Hills",17995250,Freehold,Land,27685,Unfurnished,0 ,0 
"Taman Bukit Maluri, Kepong",218000,Freehold,Factory,970,Unfurnished,1 ,1 
"Vipod Suites, KLCC",1800000,Freehold,Serviced Residence,1299,Fully Furnished,2 + 1,2 
"Kiara Residence, Bukit Jalil",590000,Freehold,Condominium,1050,Semi Furnished,3 ,2 
"Kiara Residence, Bukit Jalil",690000,Freehold,Condominium,1454,Fully Furnished,3 + 1,2 + 1
"Scenaria, Segambut",686000,Freehold,Condominium,1262,Semi Furnished,3 + 1,3 
"Scenaria, Segambut",680000,Freehold,Condominium,1019,Semi Furnished,3 ,2 
"Scenaria, Segambut",820000,Freehold,Condominium,1250,Fully Furnished,4 ,3 
"Scenaria, Segambut",635000,Freehold,Condominium,1019,Semi Furnished,3 ,2 
"Scenaria, Segambut",650000,Freehold,Condominium,1021,Semi Furnished,2 ,2 
"Scenaria, Segambut",790000,Freehold,Condominium,1300,Semi Furnished,3 + 1,3 
"Pavilion Hilltop, Mont Kiara",2900000,Freehold,Condominium,2767,Semi Furnished,4 ,5 
"Pavilion Hilltop, Mont Kiara",1900000,Freehold,Condominium,1830,Semi Furnished,4 ,3 
"Kiaraville, Mont Kiara",2600000,Freehold,Condominium,3500,Fully Furnished,5 ,4 
"Gemilang Indah, Old Klang Road",348000,Freehold,Condominium,1000,Fully Furnished,3 ,2 
"Kiaraville, Mont Kiara",1500000,Leasehold,Condominium,1909,Fully Furnished,4 ,4 
"Taman Prima Impian, Segambut",1250000,Freehold,Terrace,1500,Fully Furnished,4 ,3 
"Villa Manja, Bandar Menjalara",3500000,Freehold,Semi Detached,4050,Semi Furnished,5 ,5 
"Vista Mutiara, Kepong",428000,Freehold,Condominium,1001,Semi Furnished,3 ,2 
"EkoCheras, Cheras",529000,Freehold,Duplex,762,Semi Furnished,1 ,1 
"EkoCheras, Cheras",530000,Freehold,Condominium,762,Semi Furnished,1 + 1,1 
"Pavilion Suites, Bukit Bintang",4200000,Freehold,Serviced Residence,1254,Fully Furnished,2 ,2 
"Pavilion Hilltop, Mont Kiara",1900000,Freehold,Condominium,1830,Fully Furnished,3 + 1,4 
"Conezión, IOI Resort City",610000,Freehold,Apartment,743,Fully Furnished,3 ,2 
"Taman Cheras Indah, Cheras",690000,Freehold,Terrace,1300,Unfurnished,4 ,3 
"Precinct 8, Putrajaya",820000,Freehold,Terrace,1800,Semi Furnished,4 ,3 
"Kiara Residence, Bukit Jalil",600000,Freehold,Serviced Residence,1295,Semi Furnished,3 + 1,3 
"The Rainz, Bukit Jalil",960000,Freehold,Condominium,1513,Fully Furnished,4 + 1,4 
"Boulevard Serviced Apartment, Jalan Ipoh",572000,Freehold,Serviced Residence,1034,Unfurnished,3 ,2 
"Boulevard Serviced Apartment, Jalan Ipoh",587000,Freehold,Serviced Residence,1272,Unfurnished,3 ,2 
"Taman Usaha Jaya, Kepong",325000,Freehold,Terrace,1000,Unfurnished,3 ,1 
"Scenaria, Segambut",686000,Freehold,Condominium,1262,Semi Furnished,3 + 1,3 
